,exog,endog,probabilities
36609,"[1, 0, 7, 0, 16, 29, 30, 17, 26, 1, 33, 5]",0,0.005350666
5788,"[0, 1, 8, 1, 22, 33, 31, 27, 7, 33, 15, 9, 2]",0,0.005348715
11549,"[1, 1, 7, 0, 31, 9, 0, 27, 9, 25, 32, 8]",0,0.0053476873
34625,"[0, 0, 6, 0, 9, 29, 30, 16, 28, 20, 20]",0,0.0053474666
27803,"[0, 0, 4, 0, 7, 9, 8, 18, 18]",0,0.0053457096
39953,"[0, 0, 8, 0, 22, 28, 1, 7, 19, 26, 17, 19, 25]",0,0.0053444067
20472,"[1, 0, 6, 0, 2, 28, 33, 29, 14, 13, 8]",0,0.005344209
20329,"[0, 0, 7, 0, 11, 29, 17, 31, 10, 30, 13, 17]",0,0.005343849
21343,"[1, 1, 12, 1, 23, 29, 32, 28, 17, 31, 30, 18, 11, 29, 18, 6, 19]",0,0.0053435247
11214,"[1, 0, 8, 0, 2, 29, 10, 19, 12, 25, 25, 27, 29]",0,0.0053413
35497,"[0, 0, 7, 0, 30, 29, 26, 19, 8, 7, 16, 19]",0,0.0053402055
22397,"[1, 0, 8, 0, 22, 28, 2, 29, 15, 20, 25, 31, 18]",0,0.00533621
31606,"[0, 0, 4, 0, 28, 30, 17, 9, 13]",0,0.005335486
20678,"[0, 0, 10, 0, 17, 25, 33, 2, 27, 9, 29, 31, 16, 17, 29]",0,0.005335152
33620,"[0, 0, 3, 0, 21, 29, 33, 9]",0,0.005333133
18897,"[0, 1, 3, 0, 31, 31, 28, 1]",0,0.0053322334
156,"[1, 0, 1, 0, 13, 0]",0,0.0053315805
15122,"[0, 1, 4, 0, 26, 28, 29, 18, 1]",0,0.005330781
20345,"[1, 0, 8, 0, 11, 28, 17, 8, 18, 24, 27, 27, 19]",0,0.005329123
2438,"[1, 0, 5, 0, 32, 32, 18, 29, 24, 19]",0,0.0053282687
2405,"[1, 1, 7, 0, 8, 29, 30, 27, 4, 20, 2, 8]",0,0.0053270026
647,"[0, 0, 10, 0, 17, 27, 31, 25, 8, 1, 19, 20, 18, 24, 0]",0,0.005326513
7983,"[0, 0, 7, 0, 29, 27, 31, 6, 26, 22, 28, 15]",0,0.005324588
15228,"[0, 0, 5, 0, 33, 29, 0, 9, 32, 24]",0,0.0053239716
5284,"[1, 1, 4, 0, 25, 9, 27, 33, 26]",0,0.005323394
38171,"[1, 1, 7, 0, 7, 29, 33, 30, 19, 16, 2, 1]",0,0.005320143
12628,"[0, 0, 7, 0, 22, 30, 17, 30, 1, 16, 19, 3]",0,0.0053190147
35993,"[1, 0, 9, 0, 21, 29, 33, 17, 0, 18, 18, 9, 11, 8]",0,0.005318528
34791,"[1, 0, 12, 0, 11, 19, 9, 26, 25, 25, 7, 17, 28, 28, 9, 14, 27]",0,0.0053178845
21476,"[1, 1, 11, 0, 19, 8, 32, 29, 26, 3, 1, 3, 26, 8, 17, 17]",0,0.005316117
39495,"[0, 0, 7, 1, 33, 32, 8, 10, 2, 31, 9, 16]",0,0.005313062
1727,"[0, 0, 5, 0, 5, 30, 29, 32, 30, 12]",0,0.005312664
2183,"[1, 0, 10, 0, 17, 28, 33, 32, 19, 27, 28, 1, 24, 31, 8]",0,0.005312172
10622,"[0, 0, 10, 0, 29, 27, 32, 8, 29, 9, 9, 29, 32, 14, 4]",0,0.0053076716
21576,"[1, 0, 8, 0, 30, 33, 26, 29, 26, 29, 6, 9, 18]",0,0.005307274
2072,"[1, 0, 3, 0, 21, 30, 27, 9]",0,0.00530627
3924,"[0, 0, 9, 0, 13, 18, 30, 10, 21, 28, 16, 30, 28, 18]",0,0.0053055775
1758,"[1, 1, 5, 0, 11, 9, 16, 0, 29, 7]",0,0.005305447
25343,"[0, 0, 9, 0, 13, 31, 30, 28, 1, 33, 27, 6, 8, 25]",0,0.0053044856
25173,"[0, 1, 8, 0, 8, 16, 30, 33, 31, 16, 24, 5, 10]",0,0.005304481
11592,"[1, 0, 8, 0, 14, 17, 30, 8, 27, 27, 20, 1, 1]",0,0.0053025433
18374,"[1, 0, 13, 0, 4, 31, 30, 8, 3, 18, 28, 26, 24, 17, 30, 9, 9, 32]",0,0.0053006853
672,"[0, 0, 9, 0, 5, 32, 18, 31, 8, 1, 4, 30, 19, 9]",0,0.0052979477
15094,"[1, 0, 10, 0, 33, 26, 9, 16, 6, 32, 31, 26, 0, 15, 29]",0,0.0052975286
19267,"[0, 0, 7, 0, 20, 33, 26, 18, 11, 31, 31, 14]",0,0.0052954936
34094,"[1, 0, 7, 0, 2, 27, 28, 19, 8, 28, 13, 28]",0,0.0052949884
31696,"[1, 0, 10, 0, 2, 27, 17, 19, 23, 18, 29, 16, 10, 10, 16]",0,0.005293482
32391,"[1, 0, 8, 1, 25, 32, 16, 18, 31, 0, 27, 27, 11]",0,0.005293291
29362,"[0, 0, 7, 0, 28, 30, 28, 25, 30, 16, 13, 17]",0,0.0052914033
32971,"[0, 0, 8, 0, 10, 27, 33, 28, 20, 16, 26, 3, 19]",0,0.0052882093
32140,"[0, 0, 8, 0, 0, 29, 27, 16, 26, 14, 18, 9, 8]",0,0.005286722
5915,"[0, 0, 7, 0, 10, 28, 32, 24, 9, 17, 16, 16]",0,0.00528665
33517,"[0, 1, 6, 0, 20, 25, 10, 18, 19, 9, 19]",0,0.005286158
23639,"[0, 0, 6, 0, 18, 9, 30, 32, 25, 7, 20]",0,0.0052831927
39542,"[1, 0, 5, 0, 29, 27, 18, 17, 10, 4]",0,0.0052829823
30726,"[0, 0, 10, 1, 11, 28, 33, 8, 26, 22, 0, 19, 6, 31, 0]",0,0.00528199
38836,"[0, 0, 6, 0, 10, 29, 18, 33, 13, 33, 32]",0,0.0052818847
41252,"[0, 0, 10, 0, 15, 26, 18, 10, 25, 28, 30, 31, 0, 0, 1]",0,0.0052783485
36186,"[0, 0, 3, 0, 32, 9, 8, 0]",0,0.0052770246
8487,"[1, 0, 9, 0, 0, 33, 31, 29, 2, 28, 9, 16, 32, 18]",0,0.0052760607
38430,"[1, 0, 11, 1, 0, 8, 27, 29, 8, 28, 28, 32, 31, 2, 30, 11]",0,0.005275718
37614,"[0, 0, 9, 0, 21, 0, 29, 26, 31, 33, 1, 10, 16, 12]",0,0.00527568
2501,"[1, 0, 6, 0, 21, 28, 33, 29, 7, 0, 2]",0,0.005275035
8929,"[1, 1, 9, 0, 27, 31, 18, 33, 7, 26, 33, 23, 0, 9]",0,0.005275
22938,"[1, 0, 10, 0, 16, 33, 28, 17, 17, 29, 24, 8, 9, 27, 15]",0,0.005273434
37679,"[0, 0, 5, 0, 16, 30, 14, 9, 7, 30]",0,0.005272493
30846,"[1, 1, 1, 0, 12, 33]",0,0.005271286
40597,"[1, 0, 12, 0, 15, 27, 30, 28, 0, 18, 17, 29, 24, 19, 17, 32, 17]",0,0.0052710203
29887,"[1, 0, 11, 1, 19, 26, 27, 1, 4, 19, 18, 18, 6, 7, 8, 33]",0,0.005270648
39071,"[0, 0, 12, 0, 9, 18, 0, 29, 17, 0, 31, 16, 3, 9, 9, 29, 26]",0,0.005269501
14129,"[1, 0, 8, 0, 26, 8, 0, 1, 30, 16, 32, 28, 7]",0,0.0052694585
7396,"[1, 0, 7, 0, 7, 27, 33, 25, 9, 9, 16, 3]",0,0.005268923
15839,"[0, 0, 10, 0, 4, 9, 32, 28, 18, 12, 31, 27, 19, 25, 26]",0,0.0052675637
7588,"[0, 1, 10, 0, 27, 29, 30, 25, 19, 28, 13, 11, 32, 29, 33]",0,0.0052671987
34650,"[0, 1, 8, 0, 32, 30, 7, 32, 11, 20, 26, 20, 33]",0,0.0052663023
14769,"[0, 0, 9, 1, 28, 33, 28, 1, 6, 18, 27, 28, 23, 25]",0,0.005263251
31146,"[0, 0, 10, 0, 1, 29, 27, 25, 32, 18, 15, 27, 8, 4, 0]",0,0.005259066
21336,"[1, 1, 7, 0, 23, 30, 26, 0, 32, 1, 31, 28]",0,0.005258118
23725,"[1, 1, 8, 0, 20, 30, 26, 32, 9, 10, 12, 22, 32]",0,0.005257063
2623,"[1, 1, 9, 0, 16, 8, 29, 28, 9, 31, 33, 5, 33, 25]",0,0.005256293
8182,"[0, 0, 8, 0, 25, 17, 8, 29, 14, 17, 13, 31, 9]",0,0.0052549015
10048,"[0, 1, 8, 0, 20, 0, 27, 9, 32, 33, 18, 3, 28]",0,0.005254074
34840,"[0, 0, 16, 1, 11, 30, 18, 33, 7, 8, 28, 32, 9, 31, 32, 0, 2, 7, 30, 28, 26]",0,0.005253593
9323,"[0, 0, 5, 0, 16, 27, 17, 8, 6, 1]",0,0.005249436
953,"[1, 0, 3, 0, 10, 30, 7, 16]",0,0.005247379
24705,"[0, 0, 7, 0, 7, 30, 33, 0, 27, 33, 17, 22]",0,0.005247379
18320,"[1, 0, 11, 1, 7, 33, 28, 10, 9, 31, 33, 31, 12, 27, 19, 19]",0,0.005246324
1348,"[0, 0, 5, 0, 23, 31, 17, 1, 33, 7]",0,0.0052460725
35206,"[0, 0, 10, 1, 21, 0, 28, 31, 1, 30, 1, 26, 31, 18, 7]",0,0.0052436474
29388,"[1, 0, 2, 0, 17, 8, 26]",0,0.005242369
4968,"[0, 0, 7, 0, 23, 26, 9, 27, 17, 1, 1, 8]",0,0.005242215
41265,"[1, 0, 6, 0, 0, 33, 31, 26, 6, 16, 2]",0,0.0052401265
41535,"[1, 0, 6, 0, 20, 18, 32, 33, 28, 14, 26]",0,0.0052397707
32727,"[1, 0, 5, 0, 14, 18, 26, 30, 3, 25]",0,0.005239078
19369,"[0, 1, 8, 0, 0, 17, 18, 28, 15, 15, 31, 30, 17]",0,0.005238784
34175,"[0, 0, 7, 0, 28, 26, 17, 1, 9, 27, 28, 4]",0,0.005234204
27233,"[1, 0, 13, 0, 28, 30, 33, 0, 31, 26, 29, 14, 17, 29, 7, 18, 30, 33]",0,0.005233777
30056,"[0, 0, 12, 0, 11, 29, 27, 32, 32, 33, 30, 26, 16, 31, 17, 17, 14]",0,0.005233638
41446,"[0, 0, 9, 0, 1, 29, 30, 32, 26, 25, 17, 31, 4, 21]",0,0.00523305
31083,"[1, 1, 10, 0, 22, 18, 29, 29, 32, 9, 31, 32, 18, 8, 4]",0,0.005232044
39913,"[1, 0, 4, 0, 30, 28, 32, 10, 31]",0,0.005230362
27308,"[1, 0, 11, 0, 23, 30, 29, 18, 33, 16, 14, 32, 26, 28, 16, 27]",0,0.0052285786
42073,"[0, 0, 7, 0, 24, 29, 1, 26, 30, 8, 15, 9]",0,0.005227847
36710,"[1, 1, 9, 0, 0, 29, 18, 32, 7, 27, 15, 33, 33, 1]",0,0.005226974
6304,"[0, 0, 6, 0, 9, 33, 1, 25, 8, 17, 22]",0,0.0052260766
21948,"[1, 0, 7, 0, 19, 25, 26, 23, 9, 18, 18, 18]",0,0.00522593
35290,"[1, 0, 10, 1, 1, 29, 32, 28, 16, 27, 33, 31, 14, 18, 33]",0,0.0052242675
18550,"[1, 0, 7, 0, 13, 30, 32, 9, 31, 28, 23, 0]",0,0.0052206255
30893,"[1, 0, 4, 0, 10, 28, 18, 26, 17]",0,0.005219234
22331,"[0, 1, 5, 0, 4, 30, 32, 31, 10, 2]",0,0.0052186623
26837,"[0, 0, 11, 0, 6, 10, 31, 19, 8, 16, 13, 23, 17, 23, 31, 25]",0,0.0052178875
8563,"[0, 0, 5, 0, 31, 28, 29, 8, 30, 15]",0,0.0052178307
18775,"[1, 0, 2, 0, 33, 29, 4]",0,0.0052167242
19298,"[0, 0, 9, 0, 5, 32, 16, 15, 18, 11, 9, 33, 29, 27]",0,0.005216341
20396,"[0, 0, 10, 0, 0, 8, 7, 25, 10, 27, 7, 31, 15, 28, 25]",0,0.0052143987
490,"[0, 1, 6, 0, 30, 28, 26, 15, 32, 10, 9]",0,0.005212225
9647,"[1, 1, 7, 0, 6, 26, 19, 31, 18, 20, 30, 32]",0,0.0052115405
9364,"[0, 0, 8, 0, 21, 18, 8, 1, 31, 29, 24, 32, 1]",0,0.0052092816
706,"[0, 0, 13, 1, 27, 26, 33, 0, 31, 16, 33, 21, 18, 18, 17, 28, 33, 0]",0,0.005206102
32761,"[0, 0, 5, 0, 32, 8, 0, 28, 6, 7]",0,0.0052059814
18647,"[0, 0, 5, 0, 2, 27, 26, 31, 20, 22]",0,0.0052044853
6346,"[0, 0, 6, 0, 33, 28, 33, 18, 26, 0, 9]",0,0.0052044056
10658,"[1, 0, 8, 1, 16, 7, 14, 0, 30, 20, 33, 18, 18]",0,0.0052029523
6335,"[0, 1, 12, 0, 30, 30, 28, 31, 7, 19, 28, 27, 0, 31, 22, 22, 25]",0,0.0052009653
35568,"[1, 0, 7, 0, 7, 30, 33, 18, 29, 26, 25, 7]",0,0.0052006203
35045,"[0, 0, 8, 0, 31, 30, 0, 31, 29, 13, 5, 16, 15]",0,0.0051998505
7554,"[1, 0, 4, 0, 3, 30, 28, 17, 11]",0,0.0051995004
17619,"[1, 0, 9, 0, 22, 26, 20, 27, 9, 30, 28, 33, 16, 16]",0,0.0051993076
9565,"[0, 0, 6, 0, 20, 0, 28, 27, 11, 16, 7]",0,0.0051988885
36081,"[1, 1, 9, 0, 2, 16, 1, 9, 12, 29, 30, 13, 28, 0]",0,0.0051972712
35215,"[0, 0, 5, 1, 14, 0, 19, 6, 30, 18]",0,0.0051954347
27763,"[1, 1, 5, 0, 30, 29, 31, 10, 33, 26]",0,0.0051917564
2579,"[0, 0, 6, 0, 27, 32, 33, 26, 13, 10, 0]",0,0.0051894593
28574,"[0, 1, 3, 0, 11, 29, 9, 16]",0,0.0051893457
11823,"[0, 0, 13, 0, 22, 29, 17, 28, 16, 15, 19, 31, 33, 14, 29, 27, 32, 32]",0,0.005189191
28570,"[1, 0, 4, 0, 33, 27, 32, 1, 6]",0,0.005189171
8296,"[1, 0, 7, 0, 23, 29, 18, 30, 19, 33, 25, 30]",0,0.00518566
23716,"[1, 1, 6, 0, 4, 29, 26, 27, 32, 24, 19]",0,0.0051854383
4160,"[0, 0, 7, 0, 24, 29, 18, 9, 33, 31, 30, 23]",0,0.0051846295
29582,"[0, 0, 10, 0, 9, 8, 32, 12, 24, 27, 27, 30, 26, 8, 31]",0,0.0051838867
10329,"[1, 1, 4, 0, 18, 29, 1, 25, 28]",0,0.005183552
4366,"[1, 1, 6, 0, 23, 30, 19, 0, 31, 19, 32]",0,0.0051818136
9665,"[1, 0, 9, 0, 26, 27, 29, 17, 22, 26, 1, 0, 9, 9]",0,0.005181671
36229,"[0, 1, 11, 0, 17, 28, 29, 29, 33, 19, 18, 32, 9, 17, 32, 26]",0,0.0051814183
22204,"[0, 1, 7, 0, 16, 29, 9, 24, 8, 26, 17, 25]",0,0.005180391
19258,"[0, 0, 3, 0, 30, 17, 33, 0]",0,0.0051787053
37837,"[0, 1, 11, 0, 30, 29, 28, 0, 27, 32, 3, 9, 9, 19, 30, 30]",0,0.005177708
25033,"[0, 0, 7, 0, 18, 30, 27, 0, 30, 28, 10, 11]",0,0.0051765586
25429,"[1, 0, 9, 0, 21, 27, 8, 29, 31, 15, 29, 7, 33, 28]",0,0.0051755914
36455,"[1, 1, 4, 0, 29, 28, 8, 18, 27]",0,0.0051752743
37084,"[0, 0, 10, 0, 31, 26, 31, 27, 7, 20, 28, 30, 31, 5, 30]",0,0.0051740767
5179,"[0, 0, 8, 0, 7, 30, 27, 26, 10, 31, 2, 24, 6]",0,0.005173279
29264,"[0, 0, 7, 0, 13, 28, 29, 18, 31, 8, 16, 11]",0,0.0051726485
33553,"[1, 0, 10, 0, 33, 32, 29, 1, 28, 31, 0, 26, 4, 26, 4]",0,0.0051711197
2065,"[0, 0, 6, 0, 31, 29, 28, 29, 27, 22, 7]",0,0.005169688
32643,"[1, 0, 9, 0, 14, 26, 9, 20, 8, 28, 8, 9, 27, 2]",0,0.0051684985
6808,"[0, 0, 5, 0, 19, 8, 27, 28, 26, 11]",0,0.005167547
2218,"[0, 1, 8, 0, 19, 28, 29, 31, 0, 4, 17, 16, 31]",0,0.005167111
18334,"[0, 0, 8, 0, 8, 30, 9, 33, 30, 17, 11, 31, 8]",0,0.005164886
15135,"[0, 0, 8, 0, 7, 0, 0, 1, 26, 20, 3, 19, 29]",0,0.0051641115
39632,"[0, 1, 10, 0, 13, 31, 32, 18, 17, 8, 28, 4, 10, 17, 25]",0,0.005163548
41764,"[1, 0, 6, 0, 1, 30, 29, 32, 5, 19, 12]",0,0.0051625315
9978,"[1, 0, 9, 0, 29, 17, 31, 33, 26, 33, 26, 14, 25, 24]",0,0.0051619243
28423,"[0, 0, 10, 0, 27, 33, 33, 8, 26, 8, 6, 8, 31, 28, 16]",0,0.005161447
39083,"[1, 0, 8, 0, 13, 30, 8, 19, 30, 25, 31, 31, 8]",0,0.0051608174
40772,"[1, 0, 10, 0, 7, 0, 27, 31, 2, 26, 29, 32, 8, 4, 28]",0,0.005160118
33738,"[0, 0, 7, 0, 11, 8, 26, 10, 9, 30, 32, 28]",0,0.005160068
6752,"[1, 0, 2, 0, 9, 8, 0]",0,0.005159635
7057,"[1, 0, 8, 0, 24, 30, 31, 32, 26, 7, 6, 8, 17]",0,0.005157421
30113,"[1, 0, 9, 0, 17, 30, 33, 7, 6, 27, 32, 0, 15, 25]",0,0.0051573766
10189,"[1, 1, 3, 0, 16, 29, 7, 25]",0,0.0051558916
9199,"[1, 0, 8, 0, 19, 0, 30, 32, 32, 16, 17, 3, 9]",0,0.0051557473
4459,"[1, 0, 7, 0, 32, 25, 29, 27, 18, 29, 33, 21]",0,0.0051523857
27955,"[0, 0, 8, 0, 14, 27, 31, 8, 17, 28, 13, 0, 0]",0,0.005152129
22620,"[0, 1, 9, 0, 29, 26, 29, 8, 7, 1, 0, 14, 20, 31]",0,0.0051518404
15985,"[1, 0, 11, 0, 31, 0, 31, 29, 30, 17, 26, 11, 11, 17, 28, 16]",0,0.005151784
15566,"[0, 1, 11, 0, 12, 17, 32, 31, 6, 0, 8, 9, 19, 17, 32, 3]",0,0.0051515987
22856,"[0, 0, 1, 0, 14, 8]",0,0.0051509314
29762,"[1, 0, 6, 0, 23, 29, 27, 30, 28, 19, 9]",0,0.0051495144
26385,"[0, 0, 8, 0, 11, 31, 20, 5, 1, 17, 6, 9, 9]",0,0.0051469873
13125,"[1, 1, 2, 0, 25, 26, 33]",0,0.0051463987
18436,"[0, 0, 13, 0, 27, 30, 0, 1, 31, 27, 28, 28, 9, 28, 4, 29, 25, 13]",1,0.0051455293
28499,"[1, 0, 9, 0, 1, 31, 19, 31, 9, 9, 9, 12, 20, 19]",0,0.005145097
13525,"[0, 0, 7, 0, 25, 27, 29, 32, 24, 7, 16, 19]",0,0.005144707
25009,"[1, 0, 7, 0, 24, 29, 31, 33, 7, 0, 9, 15]",0,0.0051432503
8527,"[0, 1, 8, 0, 31, 30, 0, 28, 33, 16, 25, 26, 12]",0,0.0051418617
24937,"[1, 0, 5, 0, 31, 31, 27, 33, 7, 24]",0,0.0051378463
42060,"[0, 0, 9, 0, 23, 30, 9, 27, 28, 26, 18, 22, 17, 31]",0,0.0051369565
11402,"[1, 0, 4, 0, 30, 0, 19, 0, 29]",0,0.005136827
17639,"[1, 0, 10, 0, 6, 27, 28, 20, 20, 31, 18, 19, 28, 26, 26]",0,0.005136615
28579,"[1, 0, 4, 0, 20, 27, 9, 18, 32]",0,0.0051357844
10216,"[1, 0, 9, 0, 31, 17, 27, 31, 18, 1, 25, 11, 27, 28]",0,0.0051352144
13521,"[1, 1, 1, 0, 6, 26]",0,0.005134703
17990,"[0, 0, 7, 0, 20, 9, 7, 16, 33, 16, 8, 20]",0,0.0051341327
1821,"[1, 0, 2, 0, 5, 27, 28]",0,0.0051340065
27374,"[1, 0, 4, 0, 12, 29, 7, 17, 4]",0,0.005133213
24356,"[0, 0, 9, 0, 1, 27, 31, 32, 18, 19, 25, 33, 29, 15]",0,0.0051312693
6039,"[0, 0, 6, 1, 16, 27, 28, 15, 7, 25, 30]",0,0.005130953
19521,"[0, 0, 10, 0, 6, 26, 30, 29, 33, 24, 25, 32, 18, 8, 19]",0,0.0051300675
40776,"[1, 0, 8, 0, 11, 30, 17, 7, 9, 26, 4, 2, 29]",0,0.005127162
20587,"[0, 0, 9, 0, 9, 28, 30, 33, 16, 19, 18, 1, 0, 15]",0,0.0051237848
34529,"[0, 0, 11, 0, 0, 31, 32, 33, 16, 7, 17, 17, 24, 10, 28, 33]",0,0.0051220423
7828,"[1, 0, 10, 0, 6, 29, 26, 16, 10, 17, 30, 17, 33, 2, 25]",0,0.0051203053
26994,"[1, 0, 2, 0, 25, 9, 26]",0,0.005119227
38825,"[0, 0, 5, 0, 3, 26, 19, 8, 12, 18]",0,0.005117874
36381,"[0, 1, 8, 0, 30, 28, 29, 31, 18, 6, 32, 16, 16]",0,0.0051167384
1627,"[1, 0, 10, 0, 14, 27, 1, 29, 7, 16, 31, 12, 0, 30, 1]",0,0.005116731
12774,"[0, 0, 7, 0, 25, 28, 18, 27, 33, 25, 8, 31]",0,0.0051162504
14140,"[1, 0, 1, 0, 20, 33]",0,0.005115801
35151,"[0, 0, 6, 0, 27, 27, 33, 16, 12, 0, 0]",0,0.0051148017
6333,"[0, 0, 11, 0, 20, 30, 17, 27, 8, 11, 9, 27, 32, 26, 28, 18]",0,0.0051131374
32642,"[1, 0, 5, 0, 31, 5, 29, 31, 30, 31]",0,0.0051126867
26395,"[1, 0, 4, 0, 2, 32, 26, 1, 8]",0,0.005112434
17941,"[0, 0, 10, 0, 22, 0, 2, 30, 28, 27, 7, 30, 10, 10, 26]",0,0.0051123784
7255,"[0, 1, 7, 0, 21, 28, 27, 7, 25, 32, 19, 17]",0,0.0051096454
12394,"[0, 1, 8, 0, 12, 18, 31, 27, 0, 26, 10, 11, 31]",0,0.005108998
28409,"[0, 0, 9, 0, 14, 0, 8, 1, 4, 30, 30, 11, 27, 28]",0,0.005107009
13507,"[1, 1, 11, 0, 9, 27, 33, 28, 18, 31, 29, 29, 17, 6, 8, 18]",0,0.0051065027
602,"[0, 1, 8, 0, 30, 30, 28, 18, 31, 33, 30, 21, 26]",0,0.0051042233
35808,"[0, 0, 6, 0, 13, 28, 9, 30, 24, 8, 10]",0,0.00510218
4563,"[1, 1, 6, 0, 29, 26, 9, 17, 30, 4, 30]",0,0.0050998423
36240,"[0, 0, 6, 0, 3, 27, 31, 9, 20, 10, 28]",0,0.0050992016
18989,"[1, 1, 6, 0, 5, 29, 30, 28, 33, 14, 29]",0,0.0050955885
8717,"[1, 0, 4, 0, 8, 9, 26, 31, 23]",0,0.005094276
15665,"[0, 0, 13, 0, 13, 31, 8, 31, 27, 9, 0, 33, 16, 10, 7, 33, 32, 0]",0,0.0050902464
4912,"[1, 0, 1, 0, 12, 26]",0,0.0050877933
14944,"[0, 0, 3, 0, 8, 28, 32, 10]",0,0.0050873687
29332,"[0, 0, 10, 0, 6, 8, 26, 18, 28, 29, 25, 30, 30, 10, 14]",0,0.0050870744
30715,"[0, 0, 8, 0, 2, 31, 32, 33, 19, 31, 17, 6, 10]",0,0.0050849947
8043,"[1, 0, 9, 0, 20, 27, 19, 29, 32, 8, 33, 17, 12, 17]",0,0.0050843502
4506,"[0, 0, 9, 0, 14, 29, 31, 26, 18, 9, 0, 17, 13, 30]",0,0.005084121
4330,"[0, 0, 6, 0, 31, 30, 26, 1, 19, 10, 23]",0,0.00508117
8479,"[1, 0, 16, 0, 18, 31, 16, 13, 7, 33, 33, 16, 29, 4, 31, 20, 28, 0, 32, 0, 17]",0,0.005081148
25773,"[0, 0, 7, 0, 17, 17, 33, 18, 28, 29, 0, 24]",0,0.0050807525
23216,"[0, 0, 6, 0, 5, 7, 31, 1, 31, 16, 9]",0,0.0050803698
8490,"[1, 1, 7, 0, 6, 31, 4, 8, 11, 29, 26, 26]",0,0.00507842
37209,"[1, 1, 9, 0, 30, 30, 18, 33, 32, 17, 10, 26, 2, 7]",0,0.005077165
40406,"[0, 1, 9, 0, 12, 18, 9, 19, 29, 31, 2, 28, 27, 14]",0,0.005076016
23501,"[1, 0, 5, 0, 9, 0, 32, 29, 18, 22]",0,0.005074506
3651,"[0, 0, 7, 0, 13, 0, 31, 19, 9, 26, 9, 12]",0,0.0050684097
694,"[1, 0, 8, 0, 15, 9, 31, 8, 7, 8, 32, 26, 11]",0,0.005067551
13402,"[1, 0, 6, 0, 31, 19, 9, 16, 9, 22, 30]",0,0.0050635166
2896,"[0, 1, 7, 0, 8, 29, 18, 1, 28, 25, 9, 17]",0,0.0050634444
4701,"[1, 0, 6, 0, 3, 29, 9, 19, 20, 29, 16]",0,0.0050625554
18428,"[1, 0, 9, 0, 16, 28, 32, 33, 9, 29, 22, 1, 9, 13]",0,0.005056291
3525,"[1, 0, 7, 1, 6, 26, 30, 18, 25, 33, 1, 1]",0,0.005055921
4702,"[0, 0, 6, 0, 8, 30, 27, 28, 1, 4, 31]",0,0.005055072
24099,"[1, 0, 7, 0, 32, 29, 27, 9, 14, 18, 17, 17]",0,0.0050518597
22239,"[0, 0, 6, 0, 6, 33, 31, 10, 31, 22, 0]",0,0.005051778
20422,"[0, 0, 7, 0, 9, 28, 27, 32, 31, 1, 7, 11]",0,0.005049538
35074,"[1, 0, 4, 0, 31, 31, 28, 21, 9]",0,0.0050475714
8073,"[1, 0, 9, 0, 3, 31, 29, 33, 27, 10, 24, 18, 18, 0]",0,0.0050474056
36094,"[0, 1, 8, 0, 27, 9, 17, 30, 19, 32, 3, 7, 0]",0,0.005046034
29872,"[0, 0, 5, 0, 3, 26, 30, 19, 13, 29]",0,0.0050455886
37836,"[0, 0, 10, 0, 1, 27, 7, 9, 20, 32, 18, 12, 30, 0, 28]",0,0.0050429227
27037,"[0, 0, 9, 0, 31, 17, 27, 10, 19, 26, 0, 14, 29, 2]",0,0.0050394693
14660,"[0, 0, 7, 0, 26, 27, 0, 28, 9, 32, 20, 1]",0,0.005039268
7600,"[1, 1, 4, 0, 14, 31, 10, 19, 29]",0,0.005038847
22807,"[1, 0, 11, 0, 28, 32, 32, 9, 31, 7, 19, 7, 15, 30, 17, 30]",0,0.0050383694
20328,"[0, 0, 9, 0, 14, 10, 30, 27, 26, 13, 19, 11, 31, 18]",0,0.0050362595
30028,"[1, 0, 4, 0, 5, 27, 8, 8, 16]",0,0.005035478
7572,"[0, 0, 5, 0, 31, 24, 30, 6, 30, 8]",0,0.00503533
29081,"[1, 1, 6, 0, 5, 28, 25, 28, 32, 0, 1]",0,0.0050353203
22079,"[0, 0, 6, 0, 27, 27, 29, 27, 17, 15, 0]",0,0.005034974
4260,"[0, 0, 7, 0, 31, 28, 18, 31, 33, 15, 20, 17]",0,0.005034909
759,"[0, 0, 8, 0, 11, 7, 23, 32, 18, 25, 31, 17, 17]",0,0.005034436
16669,"[0, 0, 9, 0, 32, 28, 30, 32, 18, 0, 12, 27, 24, 8]",0,0.0050344127
18029,"[0, 0, 6, 0, 5, 8, 10, 29, 32, 20, 2]",0,0.0050341785
5867,"[1, 1, 8, 0, 0, 30, 17, 9, 32, 20, 25, 24, 29]",0,0.0050331396
10639,"[0, 0, 8, 0, 11, 1, 1, 9, 32, 8, 16, 27, 33]",0,0.005033049
11733,"[0, 0, 6, 0, 24, 8, 31, 1, 30, 27, 20]",0,0.0050329226
5140,"[1, 0, 6, 0, 31, 9, 26, 28, 26, 33, 22]",0,0.005032626
14683,"[1, 0, 4, 0, 33, 26, 17, 0, 10]",0,0.0050324644
5420,"[0, 1, 6, 0, 6, 18, 0, 31, 15, 1, 33]",0,0.0050314325
30066,"[0, 0, 7, 0, 21, 17, 29, 1, 31, 25, 33, 33]",0,0.0050308383
13924,"[0, 1, 9, 0, 30, 28, 32, 8, 9, 19, 0, 0, 12, 18]",0,0.0050305827
